TotalPop,Hispanic,White,Black,Asian,STATE,COUNTY,TRACT,BLOCK,GEOID
1512,1274,32,166,9,36,005,026701,2000,360050267012000
695,555,42,81,3,36,005,026702,1001,360050267021001
96,66,7,2,4,36,005,026702,1002,360050267021002
1057,837,69,93,29,36,005,026702,2000,360050267022000
623,476,22,104,20,36,005,026702,4000,360050267024000
749,609,28,107,0,36,005,026702,5000,360050267025000
1033,838,33,107,25,36,005,026702,6001,360050267026001
1037,881,31,95,2,36,005,026702,1000,360050267021000
1232,973,38,188,14,36,005,026702,3000,360050267023000
500,392,17,65,5,36,005,026702,6000,360050267026000
0,0,0,0,0,36,005,026900,1000,360050269001000
528,351,13,149,0,36,005,026900,1002,360050269001002
0,0,0,0,0,36,005,026900,1003,360050269001003
0,0,0,0,0,36,005,026900,1005,360050269001005
0,0,0,0,0,36,005,026900,1006,360050269001006
48,37,0,4,1,36,005,026900,1007,360050269001007
0,0,0,0,0,36,005,026900,1008,360050269001008
23,13,8,0,0,36,005,026900,1009,360050269001009
585,450,16,95,10,36,005,026900,2000,360050269002000
32,20,2,3,3,36,005,026900,2001,360050269002001
1169,877,38,190,50,36,005,026900,2002,360050269002002
821,655,48,87,15,36,005,026900,3000,360050269003000
693,607,23,49,3,36,005,026900,1001,360050269001001
227,79,8,132,7,36,005,026900,1004,360050269001004
0,0,0,0,0,36,005,027300,1000,360050273001000
0,0,0,0,0,36,005,027300,1001,360050273001001
0,0,0,0,0,36,005,027300,1002,360050273001002
1125,986,77,36,7,36,005,027300,1003,360050273001003
411,190,155,46,12,36,005,027300,1004,360050273001004
99,71,0,12,5,36,005,027300,2000,360050273002000
242,162,14,42,17,36,005,027300,2001,360050273002001
653,570,15,41,11,36,005,027300,2003,360050273002003
1545,1173,50,259,19,36,005,027300,3000,360050273003000
829,672,10,97,10,36,005,027300,3001,360050273003001
1573,1271,44,214,14,36,005,027300,4001,360050273004001
539,437,16,67,9,36,005,027300,2002,360050273002002
923,551,142,223,0,36,005,027300,4000,360050273004000
35,17,7,1,10,36,005,027401,3012,360050274013012
0,0,0,0,0,36,005,027401,4009,360050274014009
97,37,49,7,3,36,005,027401,4010,360050274014010
149,44,96,1,5,36,005,027401,4011,360050274014011
142,72,62,3,2,36,005,027401,4012,360050274014012
0,0,0,0,0,36,005,027401,4013,360050274014013
0,0,0,0,0,36,005,027401,4014,360050274014014
0,0,0,0,0,36,005,027401,4015,360050274014015
0,0,0,0,0,36,005,027401,4016,360050274014016
97,39,42,5,6,36,005,027401,4017,360050274014017
99,46,45,6,1,36,005,027401,4018,360050274014018
82,22,52,0,3,36,005,027401,4020,360050274014020
42,19,16,1,1,36,005,027401,4021,360050274014021
81,22,41,3,10,36,005,027401,4023,360050274014023
114,41,64,2,6,36,005,027401,4024,360050274014024
109,38,66,1,0,36,005,027401,4025,360050274014025
120,19,85,1,11,36,005,027401,4027,360050274014027
178,107,38,15,9,36,005,027401,4028,360050274014028
98,35,50,2,0,36,005,027401,1000,360050274011000
171,40,104,17,0,36,005,027401,1002,360050274011002
204,63,116,7,6,36,005,027401,1003,360050274011003
145,62,79,0,0,36,005,027401,1005,360050274011005
184,59,107,2,14,36,005,027401,2000,360050274012000
184,45,130,5,3,36,005,027401,2002,360050274012002
146,43,103,0,0,36,005,027401,2003,360050274012003
130,29,89,1,9,36,005,027401,2004,360050274012004
114,35,60,0,15,36,005,027401,3000,360050274013000
16,6,5,0,2,36,005,027401,3001,360050274013001
141,17,115,3,5,36,005,027401,3003,360050274013003
230,67,147,0,11,36,005,027401,3004,360050274013004
124,35,77,0,6,36,005,027401,3006,360050274013006
116,13,96,3,3,36,005,027401,3007,360050274013007
56,33,14,0,2,36,005,027401,3008,360050274013008
332,78,225,0,21,36,005,027401,3010,360050274013010
65,7,47,0,6,36,005,027401,3011,360050274013011
0,0,0,0,0,36,005,027401,4000,360050274014000
0,0,0,0,0,36,005,027401,4001,360050274014001
0,0,0,0,0,36,005,027401,4003,360050274014003
0,0,0,0,0,36,005,027401,4004,360050274014004
0,0,0,0,0,36,005,027401,4005,360050274014005
0,0,0,0,0,36,005,027401,4006,360050274014006
0,0,0,0,0,36,005,027401,4007,360050274014007
0,0,0,0,0,36,005,027401,4008,360050274014008
116,3,103,0,7,36,005,027401,3013,360050274013013
0,0,0,0,0,36,005,027401,4002,360050274014002
116,26,73,10,4,36,005,027401,4019,360050274014019
117,38,65,6,5,36,005,027401,4022,360050274014022
72,24,17,5,14,36,005,027401,4026,360050274014026
40,13,17,7,0,36,005,027401,1001,360050274011001
66,16,44,2,1,36,005,027401,1004,360050274011004
141,56,70,1,13,36,005,027401,2001,360050274012001
73,23,47,2,1,36,005,027401,2005,360050274012005
100,13,79,4,2,36,005,027401,3002,360050274013002
390,114,260,1,10,36,005,027401,3005,360050274013005
104,22,65,0,14,36,005,027401,3009,360050274013009
0,0,0,0,0,36,005,027402,0002,360050274020002
179,51,107,4,13,36,005,027402,1000,360050274021000
71,16,51,3,1,36,005,027402,1002,360050274021002
166,49,109,3,5,36,005,027402,1003,360050274021003
104,22,69,5,7,36,005,027402,1004,360050274021004
127,33,92,1,0,36,005,027402,1006,360050274021006
113,42,59,2,5,36,005,027402,1007,360050274021007
63,28,25,5,2,36,005,027402,1009,360050274021009
220,21,181,2,16,36,005,027402,2000,360050274022000
182,51,116,4,0,36,005,027402,2002,360050274022002
168,57,103,0,4,36,005,027402,2003,360050274022003
125,36,84,0,5,36,005,027402,3001,360050274023001
95,30,61,0,3,36,005,027402,3002,360050274023002
105,22,67,8,8,36,005,027402,3003,360050274023003
223,18,181,11,4,36,005,027402,3005,360050274023005
272,49,198,8,10,36,005,027402,3006,360050274023006
0,0,0,0,0,36,005,027402,0001,360050274020001
50,4,41,0,5,36,005,027402,1001,360050274021001
118,25,86,2,4,36,005,027402,1005,360050274021005
431,131,265,18,9,36,005,027402,1008,360050274021008
187,39,139,3,3,36,005,027402,2001,360050274022001
340,128,188,15,7,36,005,027402,3000,360050274023000
214,42,168,0,2,36,005,027402,3004,360050274023004
0,0,0,0,0,36,005,027600,0002,360050276000002
3,0,1,2,0,36,005,027600,1000,360050276001000
0,0,0,0,0,36,005,027600,1002,360050276001002
0,0,0,0,0,36,005,027600,1003,360050276001003
0,0,0,0,0,36,005,027600,1004,360050276001004
0,0,0,0,0,36,005,027600,1005,360050276001005
0,0,0,0,0,36,005,027600,1006,360050276001006
0,0,0,0,0,36,005,027600,1007,360050276001007
3,0,2,1,0,36,005,027600,1008,360050276001008
0,0,0,0,0,36,005,027600,1009,360050276001009
0,0,0,0,0,36,005,027600,1010,360050276001010
0,0,0,0,0,36,005,027600,1011,360050276001011
0,0,0,0,0,36,005,027600,1012,360050276001012
0,0,0,0,0,36,005,027600,1013,360050276001013
0,0,0,0,0,36,005,027600,1014,360050276001014
0,0,0,0,0,36,005,027600,1015,360050276001015
0,0,0,0,0,36,005,027600,1016,360050276001016
0,0,0,0,0,36,005,027600,1018,360050276001018
0,0,0,0,0,36,005,027600,1019,360050276001019
0,0,0,0,0,36,005,027600,1021,360050276001021
0,0,0,0,0,36,005,027600,1022,360050276001022
0,0,0,0,0,36,005,027600,1023,360050276001023
0,0,0,0,0,36,005,027600,1025,360050276001025
0,0,0,0,0,36,005,027600,1026,360050276001026
0,0,0,0,0,36,005,027600,0001,360050276000001
0,0,0,0,0,36,005,027600,1001,360050276001001
0,0,0,0,0,36,005,027600,1017,360050276001017
0,0,0,0,0,36,005,027600,1020,360050276001020
0,0,0,0,0,36,005,027600,1024,360050276001024
17,10,2,2,3,36,005,027600,1027,360050276001027
0,0,0,0,0,36,005,027700,2001,360050277002001
518,441,45,14,13,36,005,027700,1000,360050277001000
209,158,8,21,10,36,005,027700,1001,360050277001001
0,0,0,0,0,36,005,027700,2000,360050277002000
0,0,0,0,0,36,005,027700,2003,360050277002003
0,0,0,0,0,36,005,027700,2004,360050277002004
0,0,0,0,0,36,005,027700,2005,360050277002005
529,365,68,59,21,36,005,027700,2007,360050277002007
0,0,0,0,0,36,005,027700,2008,360050277002008
270,216,11,12,18,36,005,027700,3001,360050277003001
2016,1508,124,334,11,36,005,027700,4000,360050277004000
381,255,71,32,12,36,005,027700,1002,360050277001002
0,0,0,0,0,36,005,027700,2002,360050277002002
546,440,37,45,16,36,005,027700,2006,360050277002006
499,403,35,36,13,36,005,027700,3000,360050277003000
0,0,0,0,0,36,005,027900,1001,360050279001001
0,0,0,0,0,36,005,027900,1002,360050279001002
718,460,87,72,76,36,005,027900,1004,360050279001004
65,40,2,3,13,36,005,027900,2000,360050279002000
1168,775,126,174,50,36,005,027900,2001,360050279002001
620,406,96,89,11,36,005,027900,3001,360050279003001
957,551,217,105,44,36,005,027900,4000,360050279004000
1064,636,247,102,49,36,005,027900,5000,360050279005000
1193,869,192,72,36,36,005,027900,6000,360050279006000
453,324,47,34,21,36,005,027900,1000,360050279001000
154,134,1,7,0,36,005,027900,1003,360050279001003
1271,784,187,240,18,36,005,027900,3000,360050279003000
482,267,78,90,22,36,005,027900,4001,360050279004001
448,240,102,65,22,36,005,028100,1000,360050281001000
971,483,286,141,34,36,005,028100,1001,360050281001001
207,109,60,24,10,36,005,028100,2000,360050281002000
600,296,194,72,17,36,005,028100,2001,360050281002001
70,34,11,9,4,36,005,028100,3000,360050281003000
873,351,313,165,24,36,005,028100,3001,360050281003001
551,333,125,72,9,36,005,028100,3002,360050281003002
0,0,0,0,0,36,005,028300,1000,360050283001000
41,26,4,4,2,36,005,028300,1001,360050283001001
13,5,3,2,0,36,005,028300,1002,360050283001002
0,0,0,0,0,36,005,028300,1003,360050283001003
849,535,20,269,7,36,005,028300,1004,360050283001004
0,0,0,0,0,36,005,028300,1005,360050283001005
104,69,12,17,2,36,005,028300,2000,360050283002000
163,100,25,19,10,36,005,028300,2002,360050283002002
0,0,0,0,0,36,005,028300,2003,360050283002003
98,65,15,12,0,36,005,028300,2004,360050283002004
144,115,11,3,6,36,005,028300,2006,360050283002006
0,0,0,0,0,36,005,028300,2007,360050283002007
0,0,0,0,0,36,005,028300,2009,360050283002009
3,2,1,0,0,36,005,028300,2001,360050283002001
669,515,50,60,18,36,005,028300,2005,360050283002005
0,0,0,0,0,36,005,028300,2008,360050283002008
0,0,0,0,0,36,005,028400,1010,360050284001010
9,4,2,3,0,36,005,028400,1000,360050284001000
0,0,0,0,0,36,005,028400,1002,360050284001002
241,81,49,80,3,36,005,028400,1003,360050284001003
0,0,0,0,0,36,005,028400,1005,360050284001005
0,0,0,0,0,36,005,028400,1006,360050284001006
0,0,0,0,0,36,005,028400,1007,360050284001007
0,0,0,0,0,36,005,028400,1009,360050284001009
0,0,0,0,0,36,005,028400,1012,360050284001012
0,0,0,0,0,36,005,028400,1013,360050284001013
0,0,0,0,0,36,005,028400,1015,360050284001015
11,3,0,6,0,36,005,028400,1016,360050284001016
0,0,0,0,0,36,005,028400,1018,360050284001018
15,10,0,4,0,36,005,028400,1019,360050284001019
0,0,0,0,0,36,005,028400,1020,360050284001020
0,0,0,0,0,36,005,028400,1001,360050284001001
0,0,0,0,0,36,005,028400,1004,360050284001004
21,15,5,0,0,36,005,028400,1008,360050284001008
0,0,0,0,0,36,005,028400,1011,360050284001011
0,0,0,0,0,36,005,028400,1014,360050284001014
0,0,0,0,0,36,005,028400,1017,360050284001017
407,90,226,19,58,36,005,028500,1000,360050285001000
1159,394,591,76,64,36,005,028500,1001,360050285001001
403,145,200,28,8,36,005,028500,2000,360050285002000
213,133,36,15,18,36,005,028500,3000,360050285003000
302,190,55,41,5,36,005,028500,3001,360050285003001
0,0,0,0,0,36,005,028500,3002,360050285003002
0,0,0,0,0,36,005,028500,4000,360050285004000
0,0,0,0,0,36,005,028500,4001,360050285004001
0,0,0,0,0,36,005,028500,4002,360050285004002
181,100,54,5,15,36,005,028500,4003,360050285004003
344,179,103,6,40,36,005,028500,4004,360050285004004
169,138,22,2,0,36,005,028500,4006,360050285004006
0,0,0,0,0,36,005,028500,4007,360050285004007
52,29,4,7,5,36,005,028500,4008,360050285004008
210,84,93,22,9,36,005,028500,4005,360050285004005
190,52,107,8,17,36,005,028600,2000,360050286002000
50,21,24,0,0,36,005,028600,1001,360050286001001
116,63,41,1,11,36,005,028600,1002,360050286001002
142,55,61,1,15,36,005,028600,1004,360050286001004
63,34,7,4,10,36,005,028600,1005,360050286001005
292,81,126,13,67,36,005,028600,2001,360050286002001
114,22,32,11,46,36,005,028600,2003,360050286002003
0,0,0,0,0,36,005,028600,1000,360050286001000
125,29,68,4,16,36,005,028600,1003,360050286001003
168,48,88,3,17,36,005,028600,1006,360050286001006
135,40,65,21,7,36,005,028600,2002,360050286002002
354,152,112,19,67,36,005,028700,1000,360050287001000
256,108,85,22,40,36,005,028700,1001,360050287001001
106,74,20,4,0,36,005,028700,1003,360050287001003
251,105,72,9,49,36,005,028700,1004,360050287001004
1077,738,128,166,23,36,005,028700,2000,360050287002000
541,407,77,26,14,36,005,028700,3000,360050287003000
283,159,44,32,27,36,005,028700,1002,360050287001002
282,102,86,28,52,36,005,028700,1005,360050287001005
803,665,46,14,56,36,005,028700,3001,360050287003001
60,18,36,0,1,36,005,028800,1000,360050288001000
64,9,44,0,8,36,005,028800,1001,360050288001001
140,26,100,0,2,36,005,028800,1003,360050288001003
175,38,126,2,5,36,005,028800,1004,360050288001004
97,26,49,2,20,36,005,028800,1005,360050288001005
107,22,59,3,14,36,005,028800,2000,360050288002000
59,14,44,1,0,36,005,028800,2001,360050288002001
95,16,75,0,2,36,005,028800,2003,360050288002003
98,15,75,0,7,36,005,028800,2004,360050288002004
148,21,86,2,34,36,005,028800,2005,360050288002005
155,33,55,9,56,36,005,028800,2006,360050288002006
64,4,40,1,17,36,005,028800,2007,360050288002007
501,84,272,19,121,36,005,028800,3000,360050288003000
192,24,149,3,16,36,005,028800,3001,360050288003001
109,38,37,11,23,36,005,028800,4000,360050288004000
77,5,53,3,15,36,005,028800,4001,360050288004001
97,11,65,9,12,36,005,028800,4002,360050288004002
78,26,49,0,3,36,005,028800,4003,360050288004003
82,20,31,2,24,36,005,028800,4004,360050288004004
108,22,74,0,12,36,005,028800,4005,360050288004005
74,14,42,5,11,36,005,028800,4006,360050288004006
47,2,41,0,3,36,005,028800,4007,360050288004007
6,2,2,2,0,36,005,028800,4008,360050288004008
86,22,51,6,5,36,005,028800,1002,360050288001002
223,87,122,8,0,36,005,028800,1006,360050288001006
113,15,56,4,30,36,005,028800,2002,360050288002002
333,284,19,20,5,36,005,028900,1000,360050289001000
257,186,31,12,15,36,005,028900,1002,360050289001002
148,130,2,10,1,36,005,028900,1003,360050289001003
107,69,1,23,3,36,005,028900,1004,360050289001004
1734,1453,151,59,49,36,005,028900,2000,360050289002000
539,213,186,68,58,36,005,028900,3000,360050289003000
132,76,31,11,12,36,005,028900,3002,360050289003002
165,71,51,24,14,36,005,028900,3003,360050289003003
0,0,0,0,0,36,005,028900,3005,360050289003005
0,0,0,0,0,36,005,028900,3006,360050289003006
287,211,64,0,6,36,005,028900,4001,360050289004001
188,151,15,10,7,36,005,028900,1001,360050289001001
0,0,0,0,0,36,005,028900,1005,360050289001005
219,43,134,21,14,36,005,028900,3001,360050289003001
50,32,10,0,2,36,005,028900,3004,360050289003004
577,406,124,29,12,36,005,028900,4000,360050289004000
0,0,0,0,0,36,005,029301,0001,360050293010001
985,80,795,31,40,36,005,029301,1000,360050293011000
0,0,0,0,0,36,005,029301,1002,360050293011002
0,0,0,0,0,36,005,029301,1003,360050293011003
262,18,199,11,25,36,005,029301,2000,360050293012000
130,37,65,10,3,36,005,029301,2001,360050293012001
0,0,0,0,0,36,005,029301,2003,360050293012003
0,0,0,0,0,36,005,029301,2004,360050293012004
18,10,2,1,2,36,005,029301,1001,360050293011001
0,0,0,0,0,36,005,029301,1004,360050293011004
559,247,204,44,26,36,005,029301,2002,360050293012002
788,151,487,79,47,36,005,029302,1000,360050293021000
23,10,3,1,4,36,005,029302,1002,360050293021002
0,0,0,0,0,36,005,029302,2000,360050293022000
348,45,245,13,26,36,005,029302,2002,360050293022002
0,0,0,0,0,36,005,029302,2003,360050293022003
44,11,16,0,3,36,005,029302,3001,360050293023001
1010,209,595,123,49,36,005,029302,3002,360050293023002
0,0,0,0,0,36,005,029302,4000,360050293024000
0,0,0,0,0,36,005,029302,4001,360050293024001
0,0,0,0,0,36,005,029302,4002,360050293024002
0,0,0,0,0,36,005,029302,4003,360050293024003
0,0,0,0,0,36,005,029302,4004,360050293024004
400,83,218,55,27,36,005,029302,4005,360050293024005
349,94,179,38,21,36,005,029302,4006,360050293024006
238,83,94,39,7,36,005,029302,4007,360050293024007
225,28,144,23,14,36,005,029302,4008,360050293024008
67,11,49,2,0,36,005,029302,4009,360050293024009
80,12,52,7,3,36,005,029302,4010,360050293024010
72,16,32,8,3,36,005,029302,4011,360050293024011
199,83,103,2,5,36,005,029302,4012,360050293024012
44,15,18,1,6,36,005,029302,1001,360050293021001
721,175,435,49,43,36,005,029302,2001,360050293022001
42,7,19,3,8,36,005,029302,3000,360050293023000
598,103,345,91,34,36,005,029302,3003,360050293023003
437,161,191,31,43,36,005,029500,1002,360050295001002
179,22,121,10,16,36,005,029500,1000,360050295001000
433,94,263,17,37,36,005,029500,1001,360050295001001
342,129,171,14,12,36,005,029500,1004,360050295001004
252,67,108,36,24,36,005,029500,1005,360050295001005
588,175,335,21,43,36,005,029500,2001,360050295002001
36,15,3,3,3,36,005,029500,2002,360050295002002
640,228,277,54,54,36,005,029500,3000,360050295003000
413,102,231,33,21,36,005,029500,3001,360050295003001
143,40,38,26,27,36,005,029500,4000,360050295004000
118,32,53,10,7,36,005,029500,1003,360050295001003
252,61,129,21,12,36,005,029500,2000,360050295002000
216,50,100,27,20,36,005,029500,2003,360050295002003
566,257,218,39,37,36,005,029500,4001,360050295004001
0,0,0,0,0,36,005,029600,1000,360050296001000
0,0,0,0,0,36,005,029600,1001,360050296001001
0,0,0,0,0,36,005,029600,1003,360050296001003
0,0,0,0,0,36,005,029600,1004,360050296001004
0,0,0,0,0,36,005,029600,1006,360050296001006
0,0,0,0,0,36,005,029600,1007,360050296001007
0,0,0,0,0,36,005,029600,1009,360050296001009
0,0,0,0,0,36,005,029600,1010,360050296001010
1020,413,148,202,211,36,005,029600,1011,360050296001011
289,79,88,35,74,36,005,029600,1013,360050296001013
176,66,32,47,21,36,005,029600,1014,360050296001014
0,0,0,0,0,36,005,029600,1016,360050296001016
0,0,0,0,0,36,005,029600,1017,360050296001017
0,0,0,0,0,36,005,029600,1019,360050296001019
14,6,1,0,0,36,005,029600,1020,360050296001020
79,10,27,12,24,36,005,029600,1022,360050296001022
48,27,1,11,8,36,005,029600,1023,360050296001023
0,0,0,0,0,36,005,029600,2000,360050296002000
1024,99,546,46,302,36,005,029600,2001,360050296002001
178,57,82,8,25,36,005,029600,2002,360050296002002
0,0,0,0,0,36,005,029600,1002,360050296001002
0,0,0,0,0,36,005,029600,1005,360050296001005
0,0,0,0,0,36,005,029600,1008,360050296001008
3,2,0,1,0,36,005,029600,1012,360050296001012
36,17,10,5,2,36,005,029600,1015,360050296001015
0,0,0,0,0,36,005,029600,1018,360050296001018
11,6,1,0,0,36,005,029600,1021,360050296001021
0,0,0,0,0,36,005,029700,1000,360050297001000
0,0,0,0,0,36,005,029700,1001,360050297001001
273,46,211,0,4,36,005,029700,1003,360050297001003
560,62,427,15,33,36,005,029700,1004,360050297001004
0,0,0,0,0,36,005,029700,1006,360050297001006
45,28,2,6,3,36,005,029700,1007,360050297001007
278,75,151,10,24,36,005,029700,2001,360050297002001
37,13,20,0,1,36,005,029700,2002,360050297002002
68,8,53,0,4,36,005,029700,2004,360050297002004
649,165,333,64,49,36,005,029700,3000,360050297003000
150,58,47,43,0,36,005,029700,3001,360050297003001
104,36,40,3,11,36,005,029700,3003,360050297003003
0,0,0,0,0,36,005,029700,1002,360050297001002
528,85,368,17,32,36,005,029700,1005,360050297001005
760,258,323,43,103,36,005,029700,2000,360050297002000
303,24,243,7,27,36,005,029700,2003,360050297002003
250,64,119,38,22,36,005,029700,3002,360050297003002
0,0,0,0,0,36,005,030000,1000,360050300001000
231,143,52,0,16,36,005,030000,1002,360050300001002
185,72,50,23,34,36,005,030000,1003,360050300001003
196,80,64,21,21,36,005,030000,1005,360050300001005
94,49,34,0,2,36,005,030000,2000,360050300002000
252,89,124,21,11,36,005,030000,2002,360050300002002
234,125,66,20,14,36,005,030000,2003,360050300002003
215,91,86,13,15,36,005,030000,2004,360050300002004
160,98,43,8,7,36,005,030000,2006,360050300002006
357,211,64,29,36,36,005,030000,3000,360050300003000
292,125,122,26,10,36,005,030000,4000,360050300004000
415,213,130,27,36,36,005,030000,4001,360050300004001
295,165,86,20,18,36,005,030000,4003,360050300004003
152,106,21,5,9,36,005,030000,5000,360050300005000
286,91,122,18,47,36,005,030000,5001,360050300005001
447,168,163,13,89,36,005,030000,5002,360050300005002
473,274,112,34,41,36,005,030000,6000,360050300006000
173,78,56,11,16,36,005,030000,6001,360050300006001
192,94,64,12,14,36,005,030000,6002,360050300006002
122,66,33,4,6,36,005,030000,6003,360050300006003
550,331,106,55,39,36,005,030000,1001,360050300001001
116,52,53,2,4,36,005,030000,1004,360050300001004
277,98,131,16,20,36,005,030000,2001,360050300002001
282,116,109,9,42,36,005,030000,2005,360050300002005
406,191,130,54,29,36,005,030000,3001,360050300003001
189,88,41,51,4,36,005,030000,4002,360050300004002
63,14,31,1,5,36,005,030100,1000,360050301001000
235,36,156,6,22,36,005,030100,1001,360050301001001
363,80,192,41,38,36,005,030100,1002,360050301001002
233,105,96,24,1,36,005,030100,1003,360050301001003
64,7,46,11,0,36,005,030100,2000,360050301002000
669,213,302,91,43,36,005,030100,2001,360050301002001
1051,252,54,712,12,36,005,030201,1000,360050302011000
95,56,2,27,0,36,005,030201,1002,360050302011002
32,10,4,7,0,36,005,030201,1003,360050302011003
117,38,5,64,2,36,005,030201,1005,360050302011005
0,0,0,0,0,36,005,030201,1006,360050302011006
983,252,50,633,10,36,005,030201,2000,360050302012000
21,8,5,1,2,36,005,030201,2001,360050302012001
0,0,0,0,0,36,005,030201,2002,360050302012002
1504,309,74,1057,17,36,005,030201,3001,360050302013001
58,19,6,30,1,36,005,030201,1001,360050302011001
101,61,4,29,0,36,005,030201,1004,360050302011004
86,27,8,41,5,36,005,030201,1007,360050302011007
0,0,0,0,0,36,005,030201,3000,360050302013000
2674,628,114,1808,28,36,005,030202,1000,360050302021000
0,0,0,0,0,36,005,030202,2001,360050302022001
2635,659,78,1778,37,36,005,030202,3000,360050302023000
732,171,13,527,4,36,005,030202,4000,360050302024000
22,6,3,3,2,36,005,030202,4001,360050302024001
0,0,0,0,0,36,005,030202,2000,360050302022000
0,0,0,0,0,36,005,030202,3001,360050302023001
460,125,264,32,15,36,005,030701,1001,360050307011001
69,26,33,2,1,36,005,030701,1002,360050307011002
0,0,0,0,0,36,005,030701,1003,360050307011003
81,10,59,3,5,36,005,030701,1005,360050307011005
156,28,109,2,8,36,005,030701,1006,360050307011006
209,36,171,2,0,36,005,030701,2001,360050307012001
92,11,61,7,5,36,005,030701,2002,360050307012002
370,123,189,24,16,36,005,030701,3001,360050307013001
235,44,149,14,14,36,005,030701,3002,360050307013002
362,65,212,29,40,36,005,030701,4000,360050307014000
614,48,493,37,25,36,005,030701,4002,360050307014002
108,24,68,6,3,36,005,030701,1000,360050307011000
54,9,38,3,1,36,005,030701,1004,360050307011004
2065,341,1446,132,70,36,005,030701,2000,360050307012000
760,98,598,27,21,36,005,030701,3000,360050307013000
164,38,108,5,0,36,005,030701,4001,360050307014001
0,0,0,0,0,36,005,030900,0001,360050309000001
0,0,0,0,0,36,005,030900,1001,360050309001001
860,116,606,138,0,36,005,030900,1002,360050309001002
23,0,12,0,0,36,005,030900,1003,360050309001003
30,9,16,0,1,36,005,030900,1004,360050309001004
0,0,0,0,0,36,005,030900,1005,360050309001005
57,5,45,0,3,36,005,030900,2000,360050309002000
53,11,35,0,2,36,005,030900,2001,360050309002001
0,0,0,0,0,36,005,030900,2002,360050309002002
48,4,33,6,4,36,005,030900,2003,360050309002003
27,9,10,0,3,36,005,030900,2004,360050309002004
43,13,22,1,2,36,005,030900,2005,360050309002005
19,4,14,0,1,36,005,030900,2006,360050309002006
48,8,30,3,0,36,005,030900,2007,360050309002007
40,9,28,0,0,36,005,030900,2008,360050309002008
49,10,30,5,0,36,005,030900,2009,360050309002009
30,6,20,0,2,36,005,030900,2010,360050309002010
863,185,570,38,37,36,005,030900,3000,360050309003000
279,30,224,14,4,36,005,030900,3001,360050309003001
779,115,597,15,37,36,005,030900,4000,360050309004000
0,0,0,0,0,36,005,030900,4002,360050309004002
348,142,79,76,24,36,005,030900,1000,360050309001000
333,22,257,27,18,36,005,030900,2011,360050309002011
18,9,0,6,3,36,005,030900,4001,360050309004001
74,14,38,7,11,36,005,031000,1008,360050310001008
56,27,18,0,9,36,005,031000,1000,360050310001000
303,186,22,42,47,36,005,031000,1002,360050310001002
251,77,82,61,28,36,005,031000,1003,360050310001003
41,11,9,8,11,36,005,031000,1005,360050310001005
48,6,33,6,3,36,005,031000,1006,360050310001006
93,27,33,5,24,36,005,031000,1009,360050310001009
72,8,38,14,9,36,005,031000,1010,360050310001010
0,0,0,0,0,36,005,031000,2000,360050310002000
0,0,0,0,0,36,005,031000,2001,360050310002001
121,23,11,47,27,36,005,031000,2003,360050310002003
0,0,0,0,0,36,005,031000,2004,360050310002004
0,0,0,0,0,36,005,031000,2005,360050310002005
11,8,0,0,2,36,005,031000,2006,360050310002006
122,54,3,35,29,36,005,031000,2008,360050310002008
206,40,7,94,36,36,005,031000,2009,360050310002009
194,60,28,37,64,36,005,031000,2010,360050310002010
113,32,45,10,23,36,005,031000,2011,360050310002011
88,30,29,19,8,36,005,031000,2012,360050310002012
144,21,81,1,25,36,005,031000,2013,360050310002013
133,27,79,1,16,36,005,031000,2014,360050310002014
261,48,43,125,29,36,005,031000,3000,360050310003000
228,114,43,30,34,36,005,031000,3001,360050310003001
195,80,51,6,55,36,005,031000,3002,360050310003002
218,82,60,49,23,36,005,031000,3003,360050310003003
130,14,90,9,10,36,005,031000,3004,360050310003004
114,34,54,7,19,36,005,031000,3005,360050310003005
208,103,67,27,8,36,005,031000,3006,360050310003006
123,36,32,24,19,36,005,031000,3007,360050310003007
88,18,36,18,10,36,005,031000,3008,360050310003008
129,47,46,19,10,36,005,031000,3009,360050310003009
80,23,38,8,10,36,005,031000,1001,360050310001001
26,13,6,2,1,36,005,031000,1004,360050310001004
47,9,30,2,4,36,005,031000,1007,360050310001007
71,27,35,2,2,36,005,031000,1011,360050310001011
89,39,25,14,9,36,005,031000,2002,360050310002002
295,274,0,0,21,36,005,031000,2007,360050310002007
115,14,38,24,27,36,005,031200,2003,360050312002003
49,21,20,0,6,36,005,031200,2004,360050312002004
72,20,33,4,6,36,005,031200,2006,360050312002006
104,40,21,7,29,36,005,031200,1001,360050312001001
254,82,66,78,23,36,005,031200,1002,360050312001002
154,60,40,39,7,36,005,031200,1004,360050312001004
129,40,67,0,20,36,005,031200,2000,360050312002000
113,30,69,4,9,36,005,031200,2001,360050312002001
189,102,27,39,17,36,005,031200,1000,360050312001000
98,48,22,11,12,36,005,031200,1003,360050312001003
121,25,34,17,38,36,005,031200,2002,360050312002002
157,73,46,18,19,36,005,031200,2005,360050312002005
210,59,43,35,71,36,005,031400,1000,360050314001000
305,114,65,76,39,36,005,031400,1001,360050314001001
147,34,80,3,22,36,005,031400,1003,360050314001003
152,58,54,12,17,36,005,031400,1004,360050314001004
288,156,45,42,20,36,005,031400,2000,360050314002000
121,32,57,16,11,36,005,031400,2001,360050314002001
71,42,24,0,2,36,005,031400,2003,360050314002003
